code,year,gender,e0
ISL,1991,female,81.15
ISL,1992,female,80.72
ISL,1993,female,80.81
ISL,1994,female,81.27
ISL,1995,female,80.07
ISL,1996,female,81.16
ISL,1997,female,81.51
ISL,1998,female,81.53
ISL,1999,female,81.37
ISL,2000,female,81.53
ISL,2001,female,82.9
ISL,2002,female,82.34
ISL,2003,female,82.46
ISL,2004,female,82.88
ISL,2005,female,83.27
ISL,2006,female,82.78
ISL,2007,female,83.04
ISL,2008,female,83.08
ISL,2009,female,83.6
ISL,2010,female,83.84
ISL,2011,female,83.87
ISL,2012,female,83.95
ISL,2013,female,83.46
ISL,2014,female,84.12
ISL,2015,female,83.61
ISL,2016,female,83.88
ISR,1983,female,76.53
ISR,1984,female,76.91
ISR,1985,female,77.17
ISR,1986,female,77.08
ISR,1987,female,77.58
ISR,1988,female,77.91
ISR,1989,female,78.39
ISR,1990,female,78.79
ISR,1991,female,78.67
ISR,1992,female,78.65
ISR,1993,female,79.24
ISR,1994,female,79.52
ISR,1995,female,79.54
ISR,1996,female,80.14
ISR,1997,female,80.17
ISR,1998,female,80.47
ISR,1999,female,80.57
ISR,2000,female,80.92
ISR,2001,female,81.36
ISR,2002,female,81.29
ISR,2003,female,81.65
ISR,2004,female,82.12
ISR,2005,female,82.09
ISR,2006,female,82.41
ISR,2007,female,82.51
ISR,2008,female,82.89
ISR,2009,female,83.3
ISR,2010,female,83.5
ISR,2011,female,83.45
ISR,2012,female,83.55
ISR,2013,female,83.84
ISR,2014,female,84.08
ITA,1872,female,30.26
ITA,1873,female,31.84
ITA,1874,female,32.02
ITA,1875,female,31.66
ITA,1876,female,34
ITA,1877,female,35.2
ITA,1878,female,34.59
ITA,1879,female,34.18
ITA,1880,female,33.2
ITA,1881,female,34.49
ITA,1882,female,34.61
ITA,1883,female,35.24
ITA,1884,female,36.68
ITA,1885,female,36.8
ITA,1886,female,35.11
ITA,1887,female,36.01
ITA,1888,female,37.07
ITA,1889,female,39.13
ITA,1890,female,38.62
ITA,1891,female,38.56
ITA,1892,female,38.97
ITA,1893,female,40.02
ITA,1894,female,40.1
ITA,1895,female,39.95
ITA,1896,female,41.04
ITA,1897,female,43.43
ITA,1898,female,42.6
ITA,1899,female,43.83
ITA,1900,female,41.98
ITA,1901,female,43.89
ITA,1902,female,43.19
ITA,1903,female,43.47
ITA,1904,female,44.62
ITA,1905,female,44.25
ITA,1906,female,45.43
ITA,1907,female,45.76
ITA,1908,female,43.51
ITA,1909,female,45.38
ITA,1910,female,47.14
ITA,1911,female,45.09
ITA,1912,female,49.34
ITA,1913,female,48.89
ITA,1914,female,50.34
ITA,1915,female,47.09
ITA,1916,female,46.7
ITA,1917,female,47.41
ITA,1918,female,28.34
ITA,1919,female,44.88
ITA,1920,female,46.36
ITA,1921,female,49.95
ITA,1922,female,50.84
ITA,1923,female,52.09
ITA,1924,female,52.3
ITA,1925,female,52.23
ITA,1926,female,51.81
ITA,1927,female,53.38
ITA,1928,female,53.58
ITA,1929,female,53.3
ITA,1930,female,56.27
ITA,1931,female,55.86
ITA,1932,female,55.95
ITA,1933,female,57.45
ITA,1934,female,58.12
ITA,1935,female,57.51
ITA,1936,female,58.17
ITA,1937,female,56.8
ITA,1938,female,57.54
ITA,1939,female,59.02
ITA,1940,female,59.03
ITA,1941,female,58.31
ITA,1942,female,57.58
ITA,1943,female,56.27
ITA,1944,female,57.34
ITA,1945,female,58.63
ITA,1946,female,60.53
ITA,1947,female,62.92
ITA,1948,female,64.91
ITA,1949,female,65.62
ITA,1950,female,67.43
ITA,1951,female,67.05
ITA,1952,female,67.69
ITA,1953,female,68.39
ITA,1954,female,69.88
ITA,1955,female,70.36
ITA,1956,female,69.81
ITA,1957,female,70.09
ITA,1958,female,71.18
ITA,1959,female,71.64
ITA,1960,female,71.69
ITA,1961,female,72.45
ITA,1962,female,71.88
ITA,1963,female,72.05
ITA,1964,female,73.17
ITA,1965,female,73.05
ITA,1966,female,73.81
ITA,1967,female,73.82
ITA,1968,female,73.73
ITA,1969,female,73.86
ITA,1970,female,74.54
ITA,1971,female,74.87
ITA,1972,female,75.2
ITA,1973,female,75.12
ITA,1974,female,75.9
ITA,1975,female,75.91
ITA,1976,female,76.27
ITA,1977,female,76.73
ITA,1978,female,77.13
ITA,1979,female,77.48
ITA,1980,female,77.42
ITA,1981,female,77.75
ITA,1982,female,78.18
ITA,1983,female,77.99
ITA,1984,female,78.77
ITA,1985,female,78.83
ITA,1986,female,79.12
ITA,1987,female,79.56
ITA,1988,female,79.72
ITA,1989,female,80.15
ITA,1990,female,80.25
ITA,1991,female,80.3
ITA,1992,female,80.66
ITA,1993,female,80.83
ITA,1994,female,81.07
ITA,1995,female,81.33
ITA,1996,female,81.54
ITA,1997,female,81.78
ITA,1998,female,81.82
ITA,1999,female,82.2
ITA,2000,female,82.5
ITA,2001,female,82.79
ITA,2002,female,82.96
ITA,2003,female,82.88
ITA,2004,female,83.76
ITA,2005,female,83.67
ITA,2006,female,84.05
ITA,2007,female,84.04
ITA,2008,female,84.15
ITA,2009,female,84.19
ITA,2010,female,84.53
ITA,2011,female,84.57
ITA,2012,female,84.52
ITA,2013,female,84.94
ITA,2014,female,85.15
JPN,1947,female,53.69
JPN,1948,female,58.66
JPN,1949,female,59.46
JPN,1950,female,60.89
JPN,1951,female,62.62
JPN,1952,female,64.68
JPN,1953,female,65.09
JPN,1954,female,66.58
JPN,1955,female,67.78
JPN,1956,female,67.68
JPN,1957,female,67.63
JPN,1958,female,69.32
JPN,1959,female,69.8
JPN,1960,female,70.15
JPN,1961,female,70.84
JPN,1962,female,71.14
JPN,1963,female,72.29
JPN,1964,female,72.76
JPN,1965,female,72.85
JPN,1966,female,73.65
JPN,1967,female,74
JPN,1968,female,74.29
JPN,1969,female,74.63
JPN,1970,female,74.68
JPN,1971,female,75.48
JPN,1972,female,75.94
JPN,1973,female,76.03
JPN,1974,female,76.37
JPN,1975,female,76.88
JPN,1976,female,77.29
JPN,1977,female,77.86
JPN,1978,female,78.22
JPN,1979,female,78.76
JPN,1980,female,78.77
JPN,1981,female,79.17
JPN,1982,female,79.73
JPN,1983,female,79.83
JPN,1984,female,80.26
JPN,1985,female,80.55
JPN,1986,female,80.98
JPN,1987,female,81.43
JPN,1988,female,81.33
JPN,1989,female,81.8
JPN,1990,female,81.87
JPN,1991,female,82.17
JPN,1992,female,82.3
JPN,1993,female,82.45
JPN,1994,female,82.9
JPN,1995,female,82.78
JPN,1996,female,83.51
JPN,1997,female,83.74
JPN,1998,female,83.93
JPN,1999,female,83.92
JPN,2000,female,84.53
JPN,2001,female,84.86
JPN,2002,female,85.16
JPN,2003,female,85.26
JPN,2004,female,85.52
JPN,2005,female,85.44
JPN,2006,female,85.72
JPN,2007,female,85.9
JPN,2008,female,85.98
JPN,2009,female,86.36
JPN,2010,female,86.27
JPN,2011,female,85.89
JPN,2012,female,86.4
JPN,2013,female,86.59
JPN,2014,female,86.81
JPN,2015,female,87.02
JPN,2016,female,87.17
KOR,2003,female,80.77
KOR,2004,female,81.27
KOR,2005,female,81.64
KOR,2006,female,82.19
KOR,2007,female,82.49
KOR,2008,female,83.01
KOR,2009,female,83.44
KOR,2010,female,83.68
KOR,2011,female,84.07
KOR,2012,female,84.18
KOR,2013,female,84.63
KOR,2014,female,85.04
KOR,2015,female,85.2
KOR,2016,female,85.46
LTU,1959,female,70.63
LTU,1960,female,73.02
LTU,1961,female,73.61
LTU,1962,female,72.46
LTU,1963,female,73.85
LTU,1964,female,75.05
LTU,1965,female,74.75
LTU,1966,female,75.12
LTU,1967,female,75.48
LTU,1968,female,75.15
LTU,1969,female,75.01
LTU,1970,female,75.04
LTU,1971,female,76.13
LTU,1972,female,75.45
LTU,1973,female,75.65
LTU,1974,female,75.71
LTU,1975,female,75.57
LTU,1976,female,75.87
LTU,1977,female,75.65
LTU,1978,female,75.43
LTU,1979,female,75.62
LTU,1980,female,75.63
LTU,1981,female,75.65
LTU,1982,female,75.99
LTU,1983,female,75.89
LTU,1984,female,75.57
LTU,1985,female,75.48
LTU,1986,female,76.44
LTU,1987,female,76.34
LTU,1988,female,76.26
LTU,1989,female,76.21
LTU,1990,female,76.15
LTU,1991,female,75.81
LTU,1992,female,75.87
LTU,1993,female,74.93
LTU,1994,female,74.76
LTU,1995,female,74.96
LTU,1996,female,75.79
LTU,1997,female,76.55
LTU,1998,female,76.57
LTU,1999,female,76.94
LTU,2000,female,77.37
LTU,2001,female,77.48
LTU,2002,female,77.46
LTU,2003,female,77.72
LTU,2004,female,77.73
LTU,2005,female,77.47
LTU,2006,female,77.07
LTU,2007,female,77.19
LTU,2008,female,77.53
LTU,2009,female,78.54
LTU,2010,female,78.76
LTU,2011,female,79.07
LTU,2012,female,79.42
LTU,2013,female,79.37
LTU,2014,female,79.86
LTU,2015,female,79.62
LTU,2016,female,79.98
LTU,2017,female,80.37
LUX,1960,female,72.15
LUX,1961,female,72.45
LUX,1962,female,71.83
LUX,1963,female,71.93
LUX,1964,female,72.99
LUX,1965,female,72.94
LUX,1966,female,72.5
LUX,1967,female,73.02
LUX,1968,female,73.35
LUX,1969,female,73.31
LUX,1970,female,72.9
LUX,1971,female,72.93
LUX,1972,female,73.88
LUX,1973,female,74.46
LUX,1974,female,74.29
LUX,1975,female,74.16
LUX,1976,female,74.07
LUX,1977,female,75.77
LUX,1978,female,75.26
LUX,1979,female,75.98
LUX,1980,female,75.16
LUX,1981,female,75.87
LUX,1982,female,76.06
LUX,1983,female,76.83
LUX,1984,female,76.58
LUX,1985,female,76.95
LUX,1986,female,78.35
LUX,1987,female,77.59
LUX,1988,female,78.46
LUX,1989,female,77.99
LUX,1990,female,78.23
LUX,1991,female,78.85
LUX,1992,female,78.22
LUX,1993,female,79.2
LUX,1994,female,79.44
LUX,1995,female,79.91
LUX,1996,female,79.58
LUX,1997,female,79.4
LUX,1998,female,80.12
LUX,1999,female,80.72
LUX,2000,female,80.81
LUX,2001,female,80.46
LUX,2002,female,81.23
LUX,2003,female,80.81
LUX,2004,female,82.21
LUX,2005,female,82.08
LUX,2006,female,81.74
LUX,2007,female,82.01
LUX,2008,female,82.77
LUX,2009,female,82.94
LUX,2010,female,83.18
LUX,2011,female,83.2
LUX,2012,female,83.41
LUX,2013,female,83.44
LUX,2014,female,84.49
LVA,1959,female,72.66
LVA,1960,female,73.51
LVA,1961,female,73.92
LVA,1962,female,73.17
LVA,1963,female,73.69
LVA,1964,female,74.88
LVA,1965,female,74.85
LVA,1966,female,74.6
LVA,1967,female,74.22
LVA,1968,female,74.54
LVA,1969,female,74.55
LVA,1970,female,74.24
LVA,1971,female,74.8
LVA,1972,female,74.77
LVA,1973,female,74.49
LVA,1974,female,74.74
LVA,1975,female,74.16
LVA,1976,female,74.39
LVA,1977,female,74.15
LVA,1978,female,74.1
LVA,1979,female,73.71
LVA,1980,female,74.09
LVA,1981,female,74.37
LVA,1982,female,74.62
LVA,1983,female,74.58
LVA,1984,female,74.46
LVA,1985,female,74.01
LVA,1986,female,75.08
LVA,1987,female,75.11
LVA,1988,female,75.14
LVA,1989,female,75.09
LVA,1990,female,74.51
LVA,1991,female,74.49
LVA,1992,female,74.3
LVA,1993,female,73.2
LVA,1994,female,72.25
LVA,1995,female,72.66
LVA,1996,female,74.41
LVA,1997,female,74.68
LVA,1998,female,74.45
LVA,1999,female,74.96
LVA,2000,female,75.7
LVA,2001,female,75.46
LVA,2002,female,75.85
LVA,2003,female,75.71
LVA,2004,female,76.07
LVA,2005,female,76.28
LVA,2006,female,76.08
LVA,2007,female,76.21
LVA,2008,female,77.39
LVA,2009,female,77.59
LVA,2010,female,77.84
LVA,2011,female,78.51
LVA,2012,female,78.68
LVA,2013,female,78.74
LVA,2014,female,79.23
LVA,2015,female,79.33
LVA,2016,female,79.39
LVA,2017,female,79.53
NLD,1850,female,40.8
NLD,1851,female,40.93
NLD,1852,female,39.55
NLD,1853,female,39.78
NLD,1854,female,39.58
NLD,1855,female,35.4
NLD,1856,female,39.3
NLD,1857,female,36.26
NLD,1858,female,35.87
NLD,1859,female,31.92
NLD,1860,female,38.06
NLD,1861,female,37.31
NLD,1862,female,39.06
NLD,1863,female,39.31
NLD,1864,female,38.57
NLD,1865,female,37.39
NLD,1866,female,34.82
NLD,1867,female,40.36
NLD,1868,female,38.7
NLD,1869,female,41.45
NLD,1870,female,38.55
NLD,1871,female,33.96
NLD,1872,female,37.77
NLD,1873,female,40.55
NLD,1874,female,42.54
NLD,1875,female,39.49
NLD,1876,female,41.75
NLD,1877,female,43.43
NLD,1878,female,42.36
NLD,1879,female,43.17
NLD,1880,female,41.87
NLD,1881,female,44.2
NLD,1882,female,45.25
NLD,1883,female,43.66
NLD,1884,female,42.59
NLD,1885,female,44.47
NLD,1886,female,43.58
NLD,1887,female,46.51
NLD,1888,female,45.68
NLD,1889,female,45.66
NLD,1890,female,45.76
NLD,1891,female,45.68
NLD,1892,female,45.29
NLD,1893,female,47.26
NLD,1894,female,48.44
NLD,1895,female,48.26
NLD,1896,female,49.9
NLD,1897,female,51.13
NLD,1898,female,50.61
NLD,1899,female,50.77
NLD,1900,female,49.9
NLD,1901,female,50.37
NLD,1902,female,51.99
NLD,1903,female,53.09
NLD,1904,female,52.19
NLD,1905,female,53.5
NLD,1906,female,53.85
NLD,1907,female,54.74
NLD,1908,female,54
NLD,1909,female,56.14
NLD,1910,female,56.25
NLD,1911,female,54.31
NLD,1912,female,58.15
NLD,1913,female,58.44
NLD,1914,female,58.31
NLD,1915,female,58.2
NLD,1916,female,57.17
NLD,1917,female,56.7
NLD,1918,female,48.65
NLD,1919,female,55.63
NLD,1920,female,58.92
NLD,1921,female,60.55
NLD,1922,female,60.47
NLD,1923,female,62.77
NLD,1924,female,63.54
NLD,1925,female,63.92
NLD,1926,female,63.69
NLD,1927,female,63.36
NLD,1928,female,64.5
NLD,1929,female,62.89
NLD,1930,female,65.4
NLD,1931,female,65.01
NLD,1932,female,66.06
NLD,1933,female,66.69
NLD,1934,female,67.34
NLD,1935,female,67.25
NLD,1936,female,67.41
NLD,1937,female,67.72
NLD,1938,female,68.26
NLD,1939,female,68.55
NLD,1940,female,67.29
NLD,1941,female,66.9
NLD,1942,female,67.62
NLD,1943,female,66.2
NLD,1944,female,63.6
NLD,1945,female,61.19
NLD,1946,female,68.87
NLD,1947,female,70.84
NLD,1948,female,72.39
NLD,1949,female,71.58
NLD,1950,female,72.59
NLD,1951,female,72.76
NLD,1952,female,73.29
NLD,1953,female,72.99
NLD,1954,female,73.83
NLD,1955,female,74.09
NLD,1956,female,74.11
NLD,1957,female,74.58
NLD,1958,female,74.84
NLD,1959,female,75.17
NLD,1960,female,75.3
NLD,1961,female,75.73
NLD,1962,female,75.57
NLD,1963,female,75.78
NLD,1964,female,76.27
NLD,1965,female,76.16
NLD,1966,female,76.14
NLD,1967,female,76.58
NLD,1968,female,76.44
NLD,1969,female,76.29
NLD,1970,female,76.52
NLD,1971,female,76.81
NLD,1972,female,76.82
NLD,1973,female,77.18
NLD,1974,female,77.65
NLD,1975,female,77.73
NLD,1976,female,77.9
NLD,1977,female,78.5
NLD,1978,female,78.47
NLD,1979,female,78.88
NLD,1980,female,79.14
NLD,1981,female,79.28
NLD,1982,female,79.39
NLD,1983,female,79.56
NLD,1984,female,79.67
NLD,1985,female,79.64
NLD,1986,female,79.58
NLD,1987,female,80.04
NLD,1988,female,80.22
NLD,1989,female,79.91
NLD,1990,female,80.09
NLD,1991,female,80.14
NLD,1992,female,80.28
NLD,1993,female,79.99
NLD,1994,female,80.3
NLD,1995,female,80.36
NLD,1996,female,80.32
NLD,1997,female,80.53
NLD,1998,female,80.67
NLD,1999,female,80.44
NLD,2000,female,80.57
NLD,2001,female,80.71
NLD,2002,female,80.68
NLD,2003,female,80.93
NLD,2004,female,81.44
NLD,2005,female,81.6
NLD,2006,female,81.89
NLD,2007,female,82.31
NLD,2008,female,82.28
NLD,2009,female,82.65
NLD,2010,female,82.72
NLD,2011,female,82.86
NLD,2012,female,82.83
NLD,2013,female,83.05
NLD,2014,female,83.29
NLD,2015,female,83.13
NLD,2016,female,83.12
NOR,1846,female,49.67
NOR,1847,female,46.08
NOR,1848,female,46.7
NOR,1849,female,49.82
NOR,1850,female,51.28
NOR,1851,female,51.49
NOR,1852,female,49.94
NOR,1853,female,49.33
NOR,1854,female,53.3
NOR,1855,female,52.26
NOR,1856,female,51.84
NOR,1857,female,51.6
NOR,1858,female,53.09
NOR,1859,female,51.28
NOR,1860,female,51.3
NOR,1861,female,46.94
NOR,1862,female,45.8
NOR,1863,female,48.16
NOR,1864,female,49.95
NOR,1865,female,51.85
NOR,1866,female,51.47
NOR,1867,female,49.55
NOR,1868,female,48.95
NOR,1869,female,50.99
NOR,1870,female,52.55
NOR,1871,female,51.4
NOR,1872,female,51.57
NOR,1873,female,51.16
NOR,1874,female,49.23
NOR,1875,female,49.17
NOR,1876,female,48.31
NOR,1877,female,51.2
NOR,1878,female,53.18
NOR,1879,female,54.36
NOR,1880,female,53.27
NOR,1881,female,51.85
NOR,1882,female,48.49
NOR,1883,female,50.7
NOR,1884,female,52
NOR,1885,female,52.3
NOR,1886,female,52.88
NOR,1887,female,52.76
NOR,1888,female,51.64
NOR,1889,female,50.43
NOR,1890,female,50.03
NOR,1891,female,51.42
NOR,1892,female,51.45
NOR,1893,female,53.26
NOR,1894,female,52.41
NOR,1895,female,54.4
NOR,1896,female,55.88
NOR,1897,female,55.64
NOR,1898,female,55.76
NOR,1899,female,53.42
NOR,1900,female,55.14
NOR,1901,female,56.43
NOR,1902,female,57.98
NOR,1903,female,56.45
NOR,1904,female,57.33
NOR,1905,female,56.17
NOR,1906,female,58.11
NOR,1907,female,57.86
NOR,1908,female,57.56
NOR,1909,female,58.86
NOR,1910,female,59.5
NOR,1911,female,59.63
NOR,1912,female,59.22
NOR,1913,female,60.02
NOR,1914,female,59.45
NOR,1915,female,59.81
NOR,1916,female,59.09
NOR,1917,female,59.32
NOR,1918,female,52.06
NOR,1919,female,58.09
NOR,1920,female,60.17
NOR,1921,female,62.87
NOR,1922,female,61.91
NOR,1923,female,62.99
NOR,1924,female,63.27
NOR,1925,female,63.96
NOR,1926,female,64.51
NOR,1927,female,64.4
NOR,1928,female,64.68
NOR,1929,female,63.89
NOR,1930,female,65.6
NOR,1931,female,65.55
NOR,1932,female,65.89
NOR,1933,female,66.91
NOR,1934,female,67.69
NOR,1935,female,67.3
NOR,1936,female,67.36
NOR,1937,female,67.65
NOR,1938,female,68.98
NOR,1939,female,69.04
NOR,1940,female,68.63
NOR,1941,female,68.24
NOR,1942,female,68.63
NOR,1943,female,69.03
NOR,1944,female,68.71
NOR,1945,female,70.45
NOR,1946,female,71.3
NOR,1947,female,71.67
NOR,1948,female,72.86
NOR,1949,female,73.07
NOR,1950,female,73.25
NOR,1951,female,74.29
NOR,1952,female,74.3
NOR,1953,female,75.07
NOR,1954,female,75.09
NOR,1955,female,75.34
NOR,1956,female,75.53
NOR,1957,female,75.53
NOR,1958,female,75.53
NOR,1959,female,75.79
NOR,1960,female,75.86
NOR,1961,female,76.05
NOR,1962,female,76.05
NOR,1963,female,75.49
NOR,1964,female,76.07
NOR,1965,female,76.53
NOR,1966,female,76.71
NOR,1967,female,76.94
NOR,1968,female,76.79
NOR,1969,female,76.67
NOR,1970,female,77.32
NOR,1971,female,77.36
NOR,1972,female,77.51
NOR,1973,female,77.71
NOR,1974,female,77.97
NOR,1975,female,78.06
NOR,1976,female,78.2
NOR,1977,female,78.67
NOR,1978,female,78.62
NOR,1979,female,78.82
NOR,1980,female,79.17
NOR,1981,female,79.27
NOR,1982,female,79.54
NOR,1983,female,79.56
NOR,1984,female,79.61
NOR,1985,female,79.41
NOR,1986,female,79.75
NOR,1987,female,79.58
NOR,1988,female,79.57
NOR,1989,female,79.84
NOR,1990,female,79.8
NOR,1991,female,80.09
NOR,1992,female,80.35
NOR,1993,female,80.24
NOR,1994,female,80.65
NOR,1995,female,80.81
NOR,1996,female,81.06
NOR,1997,female,80.97
NOR,1998,female,81.26
NOR,1999,female,81.12
NOR,2000,female,81.37
NOR,2001,female,81.52
NOR,2002,female,81.46
NOR,2003,female,81.93
NOR,2004,female,82.33
NOR,2005,female,82.51
NOR,2006,female,82.66
NOR,2007,female,82.67
NOR,2008,female,82.96
NOR,2009,female,83.06
NOR,2010,female,83.15
NOR,2011,female,83.44
NOR,2012,female,83.42
NOR,2013,female,83.61
NOR,2014,female,84.1
NZL_MA,1948,female,53.04
NZL_MA,1949,female,50.34
NZL_MA,1950,female,55
NZL_MA,1951,female,56.47
NZL_MA,1952,female,54.71
NZL_MA,1953,female,58.13
NZL_MA,1954,female,60.51
NZL_MA,1955,female,59.06
NZL_MA,1956,female,59.5
NZL_MA,1957,female,58.04
NZL_MA,1958,female,62.03
NZL_MA,1959,female,60.67
NZL_MA,1960,female,60.62
NZL_MA,1961,female,61.98
NZL_MA,1962,female,63.73
NZL_MA,1963,female,63.93
NZL_MA,1964,female,64.4
NZL_MA,1965,female,65.43
NZL_MA,1966,female,64.06
NZL_MA,1967,female,65.5
NZL_MA,1968,female,64.51
NZL_MA,1969,female,65.26
NZL_MA,1970,female,63.99
NZL_MA,1971,female,64.78
NZL_MA,1972,female,65.55
NZL_MA,1973,female,66.23
NZL_MA,1974,female,67.4
NZL_MA,1975,female,67.2
NZL_MA,1976,female,67.54
NZL_MA,1977,female,66.8
NZL_MA,1978,female,69.65
NZL_MA,1979,female,69.55
NZL_MA,1980,female,68.74
NZL_MA,1981,female,69.87
NZL_MA,1982,female,69.74
NZL_MA,1983,female,70.63
NZL_MA,1984,female,71.71
NZL_MA,1985,female,70.97
NZL_MA,1986,female,73.36
NZL_MA,1987,female,73.17
NZL_MA,1988,female,72.98
NZL_MA,1989,female,72.94
NZL_MA,1990,female,72.28
NZL_MA,1991,female,73.29
NZL_MA,1992,female,75.18
NZL_MA,1993,female,73.89
NZL_MA,1994,female,74.87
NZL_MA,1995,female,75.02
NZL_MA,1996,female,70.97
NZL_MA,1997,female,71.89
NZL_MA,1998,female,73.28
NZL_MA,1999,female,72.88
NZL_MA,2000,female,73.25
NZL_MA,2001,female,73.4
NZL_MA,2002,female,74.16
NZL_MA,2003,female,74.69
NZL_MA,2004,female,74.68
NZL_MA,2005,female,75.34
NZL_MA,2006,female,75.67
NZL_MA,2007,female,76.36
NZL_MA,2008,female,75.64
NZL_NM,1901,female,60.53
NZL_NM,1902,female,59.3
NZL_NM,1903,female,59.53
NZL_NM,1904,female,61.86
NZL_NM,1905,female,62.45
NZL_NM,1906,female,62.83
NZL_NM,1907,female,58.95
NZL_NM,1908,female,62.49
NZL_NM,1909,female,63.24
NZL_NM,1910,female,62.5
NZL_NM,1911,female,63.34
NZL_NM,1912,female,64.54
NZL_NM,1913,female,63.15
NZL_NM,1914,female,64.14
NZL_NM,1915,female,64.52
NZL_NM,1916,female,63.93
NZL_NM,1917,female,64.29
NZL_NM,1918,female,57.41
NZL_NM,1919,female,64.73
NZL_NM,1920,female,62.29
NZL_NM,1921,female,65.52
NZL_NM,1922,female,65.44
NZL_NM,1923,female,65.05
NZL_NM,1924,female,66.69
NZL_NM,1925,female,66.53
NZL_NM,1926,female,66.13
NZL_NM,1927,female,66.75
NZL_NM,1928,female,66.71
NZL_NM,1929,female,66.9
NZL_NM,1930,female,67.31
NZL_NM,1931,female,67.78
NZL_NM,1932,female,68.28
NZL_NM,1933,female,69.03
NZL_NM,1934,female,68.51
NZL_NM,1935,female,69.14
NZL_NM,1936,female,68.48
NZL_NM,1937,female,68.6
NZL_NM,1938,female,67.88
NZL_NM,1939,female,69.26
NZL_NM,1940,female,69.7
NZL_NM,1941,female,69.2
NZL_NM,1942,female,68.57
NZL_NM,1943,female,69.63
NZL_NM,1944,female,70.01
NZL_NM,1945,female,70.24
NZL_NM,1946,female,70.43
NZL_NM,1947,female,71.65
NZL_NM,1948,female,72.19
NZL_NM,1949,female,72.32
NZL_NM,1950,female,72.46
NZL_NM,1951,female,72.4
NZL_NM,1952,female,72.69
NZL_NM,1953,female,73.68
NZL_NM,1954,female,73.65
NZL_NM,1955,female,73.88
NZL_NM,1956,female,74.15
NZL_NM,1957,female,73.99
NZL_NM,1958,female,74.25
NZL_NM,1959,female,74.17
NZL_NM,1960,female,74.73
NZL_NM,1961,female,74.45
NZL_NM,1962,female,74.75
NZL_NM,1963,female,74.78
NZL_NM,1964,female,74.8
NZL_NM,1965,female,74.78
NZL_NM,1966,female,74.92
NZL_NM,1967,female,75.21
NZL_NM,1968,female,74.81
NZL_NM,1969,female,75.24
NZL_NM,1970,female,75.11
NZL_NM,1971,female,75.58
NZL_NM,1972,female,75.25
NZL_NM,1973,female,75.6
NZL_NM,1974,female,75.53
NZL_NM,1975,female,76
NZL_NM,1976,female,76.1
NZL_NM,1977,female,76.06
NZL_NM,1978,female,76.81
NZL_NM,1979,female,76.91
NZL_NM,1980,female,76.24
NZL_NM,1981,female,77.28
NZL_NM,1982,female,77.28
NZL_NM,1983,female,77.29
NZL_NM,1984,female,78.02
NZL_NM,1985,female,77.14
NZL_NM,1986,female,77.58
NZL_NM,1987,female,77.37
NZL_NM,1988,female,77.85
NZL_NM,1989,female,78.27
NZL_NM,1990,female,78.76
NZL_NM,1991,female,79.2
NZL_NM,1992,female,79.61
NZL_NM,1993,female,79.58
NZL_NM,1994,female,80.04
NZL_NM,1995,female,79.87
NZL_NM,1996,female,80.22
NZL_NM,1997,female,80.92
NZL_NM,1998,female,81.49
NZL_NM,1999,female,81.14
NZL_NM,2000,female,82.01
NZL_NM,2001,female,81.85
NZL_NM,2002,female,81.84
NZL_NM,2003,female,82.09
NZL_NM,2004,female,82.17
NZL_NM,2005,female,82.89
NZL_NM,2006,female,82.81
NZL_NM,2007,female,82.89
NZL_NM,2008,female,83.06
NZL_NP,1948,female,70.83
NZL_NP,1949,female,70.74
NZL_NP,1950,female,71.24
NZL_NP,1951,female,71.44
NZL_NP,1952,female,71.49
NZL_NP,1953,female,72.7
NZL_NP,1954,female,72.85
NZL_NP,1955,female,72.99
NZL_NP,1956,female,73.28
NZL_NP,1957,female,73.02
NZL_NP,1958,female,73.48
NZL_NP,1959,female,73.39
NZL_NP,1960,female,73.95
NZL_NP,1961,female,73.67
NZL_NP,1962,female,74.12
NZL_NP,1963,female,74.23
NZL_NP,1964,female,74.31
NZL_NP,1965,female,74.31
NZL_NP,1966,female,74.32
NZL_NP,1967,female,74.67
NZL_NP,1968,female,74.29
NZL_NP,1969,female,74.75
NZL_NP,1970,female,74.49
NZL_NP,1971,female,74.99
NZL_NP,1972,female,74.75
NZL_NP,1973,female,75.14
NZL_NP,1974,female,75.13
NZL_NP,1975,female,75.55
NZL_NP,1976,female,75.67
NZL_NP,1977,female,75.58
NZL_NP,1978,female,76.43
NZL_NP,1979,female,76.48
NZL_NP,1980,female,75.79
NZL_NP,1981,female,76.9
NZL_NP,1982,female,76.88
NZL_NP,1983,female,76.94
NZL_NP,1984,female,77.67
NZL_NP,1985,female,76.84
NZL_NP,1986,female,77.36
NZL_NP,1987,female,77.15
NZL_NP,1988,female,77.6
NZL_NP,1989,female,77.99
NZL_NP,1990,female,78.36
NZL_NP,1991,female,78.85
NZL_NP,1992,female,79.3
NZL_NP,1993,female,79.18
NZL_NP,1994,female,79.65
NZL_NP,1995,female,79.47
NZL_NP,1996,female,79.34
NZL_NP,1997,female,80.06
NZL_NP,1998,female,80.79
NZL_NP,1999,female,80.37
NZL_NP,2000,female,81.21
NZL_NP,2001,female,80.99
NZL_NP,2002,female,81.08
NZL_NP,2003,female,81.35
NZL_NP,2004,female,81.37
NZL_NP,2005,female,82.13
NZL_NP,2006,female,82.04
NZL_NP,2007,female,82.19
NZL_NP,2008,female,82.26
